CIE_SA_MSSA,CIE_SA_MSSA_Inner,CIE_SA_MSSA_Adaptive,CIE_SA_VNS_Kmedian,CIE_SA_VNS,CIE_SA_Kmedian1,CIE_SA_Kmedian2,CIE_SA_Kmedian3,CIE_SA_Kmedian4,CIE_SA_GA2,MSSA_MSSA_Inner,MSSA_MSSA_Adaptive,MSSA_VNS_Kmedian,MSSA_VNS,MSSA_Kmedian1,MSSA_Kmedian2,MSSA_Kmedian3,MSSA_Kmedian4,MSSA_GA2,MSSA_Inner_MSSA_Adaptive,MSSA_Inner_VNS_Kmedian,MSSA_Inner_VNS,MSSA_Inner_Kmedian1,MSSA_Inner_Kmedian2,MSSA_Inner_Kmedian3,MSSA_Inner_Kmedian4,MSSA_Inner_GA2,MSSA_Adaptive_VNS_Kmedian,MSSA_Adaptive_VNS,MSSA_Adaptive_Kmedian1,MSSA_Adaptive_Kmedian2,MSSA_Adaptive_Kmedian3,MSSA_Adaptive_Kmedian4,MSSA_Adaptive_GA2,VNS_Kmedian_VNS,VNS_Kmedian_Kmedian1,VNS_Kmedian_Kmedian2,VNS_Kmedian_Kmedian3,VNS_Kmedian_Kmedian4,VNS_Kmedian_GA2,VNS_Kmedian1,VNS_Kmedian2,VNS_Kmedian3,VNS_Kmedian4,VNS_GA2,Kmedian1_Kmedian2,Kmedian1_Kmedian3,Kmedian1_Kmedian4,Kmedian1_GA2,Kmedian2_Kmedian3,Kmedian2_Kmedian4,Kmedian2_GA2,Kmedian3_Kmedian4,Kmedian3_GA2,Kmedian4_GA2,CIE_SA_Flexible,CIE_SA_Dedicated,MSSA_Flexible,MSSA_Dedicated,MSSA_Inner_Flexible,MSSA_Inner_Dedicated,MSSA_Adaptive_Flexible,MSSA_Adaptive_Dedicated,Flexible_Dedicated,Flexible_VNS_Kmedian,Flexible_VNS,Flexible_Kmedian1,Flexible_Kmedian2,Flexible_Kmedian3,Flexible_Kmedian4,Flexible_GA2,Dedicated_VNS_Kmedian,Dedicated_VNS,Dedicated_Kmedian1,Dedicated_Kmedian2,Dedicated_Kmedian3,Dedicated_Kmedian4,Dedicated_GA2
0.6378038760286175,0.2557798464046871,-0.8627512876479788,0.26252748867902,-0.5673675048759506,-16.035676522536466,-18.125874644711374,-12.747576878105141,-16.160503570865718,-4.600730587207608,-0.38447623394644975,-1.5101871961489222,-0.3776852786963121,-1.2129073510018942,-16.78050712341549,-18.88412218398342,-13.471301235565686,-16.9061354339789,-5.27216050730225,-1.1213994478379288,0.006764945641905135,-0.8252581954253386,-16.333233488470885,-18.428791626031362,-13.036701980812587,-16.45838063798695,-4.868964262925505,1.1156534617203175,0.2928571539057373,-15.04314034783485,-17.115459509756104,-11.783166172577548,-15.166899661095362,-3.706005687768103,-0.8320794307884342,-16.341103900908973,-18.436803811429215,-13.044349369598685,-16.466259517134443,-4.876059071313052,-15.381041983534613,-17.459447905886677,-12.111492699297951,-15.505164799340843,-4.010608194687111,-1.8013409192895489,2.8336971377873694,-0.10757643861800284,9.854681144646026,4.553022597955447,1.6637938806861114,11.449772624485112,-3.0270510349418838,7.225739582594611,9.951552057972847,-35.174668267465684,-60.38229748898649,-36.04235165938976,-61.41178813004702,-35.521304451838226,-60.79357504827357,-34.018422600791844,-59.01043293137641,-18.648190185784877,26.215855537389807,25.601912848133203,14.158711828357902,12.612417578876853,16.591193954317532,14.066366827679033,22.618097068129977,37.81266756191094,37.29521956013758,27.650570954999147,26.347311084739186,29.700734655052837,27.572740015872075,34.780376497355896
2.8710135751405534,2.3794783699155984,0.3905403044189813,0.7657598082004219,-4.520553110450426,-18.64318402418511,-24.383421174242443,-14.218572256933324,-18.62973519396264,-17.76806454309987,-0.5060643823409142,-2.55379301485917,-2.1674824832737136,-7.610052320796341,-22.150130863323067,-28.060042375164148,-17.59473300516181,-22.13628450219289,-21.249143924926212,-2.037417985772852,-1.6530525905506588,-7.068218203660564,-21.535085085656835,-27.415239231737857,-17.00262439668606,-21.521308443207175,-20.63863476304808,0.3766906325244192,-4.93034841256877,-19.10835013740014,-24.871093121450265,-14.666390728350082,-19.094848578147065,-18.229799562224134,-5.327105753451108,-19.55871662328648,-25.343249400443455,-15.099961501364936,-19.545164012618546,-18.676844116988438,-13.511821831645706,-19.0037915727467,-9.27857618226979,-13.498954668372797,-12.674551596230408,-4.8382359233440635,3.7293434120495643,0.011335527053733044,0.7376061998697289,8.172189526021876,4.625765979068668,5.318519597459416,-3.862036488344871,-3.1076314613546443,0.7263530087578092,-58.76038309741106,-137.164648033152,-63.453145081700875,-144.17494381723665,-62.6301319091546,-142.9454832579621,-59.382837315454445,-138.09450303009055,-49.385283284202075,37.49433060330162,34.16458749263697,25.26902385251308,21.653362918679687,28.055998588229713,25.2774950025318,25.820244165800112,58.158080888207195,55.92911760784851,49.97433849938688,47.55397897377372,51.839967210894216,49.9800091717801,50.343330880141245
3.1003863590415968,3.1093140715515597,1.0580194365177555,1.5631395841471987,-4.625800996863652,-16.84903376580848,-22.789176452858307,-11.931490107692811,-16.82988356460515,-16.764626302077968,0.009213362339134586,-2.107714206262382,-1.586432305695614,-7.97339335586316,-20.587718954967716,-26.71792160888108,-15.51283426416119,-20.56795602663006,-20.50061080194322,-2.117122626780285,-1.5957926941978464,-7.983342252450784,-20.598830162167314,-26.72959766590497,-15.523477860763274,-20.579065412831685,-20.511713982813557,0.5105215650149154,-5.744599411707356,-18.09853926548082,-24.10220186978716,-13.12841068092058,-18.079184284820165,-18.01322920472622,-6.287218583430309,-18.704551600053353,-24.73902147440257,-13.708919234960444,-18.68509730100071,-18.618803778176538,-11.682809261657402,-17.360321529618815,-6.982684042770827,-11.664505744722888,-11.602133689354693,-5.083604455775987,4.208458983042618,0.01638884001532359,0.07223633864160531,8.84254350328184,4.853272137174951,4.9064179146875455,-4.376242514237451,-4.317941438763161,0.05585665288376075,-41.13681728921967,-148.69512890541955,-45.65261097136376,-156.6523431423661,-45.666031710670296,-156.6759916315127,-42.64604011910269,-151.35450845948455,-76.2085426623939,30.254300538650718,25.869235960973313,17.20868019408451,12.999896971435245,20.692918929636104,17.222248731034078,17.26848561222537,60.418661656501925,57.93009639659909,53.01514980205063,50.626625863848,54.99248795087534,53.022850073981004,53.049089937549866
1.0656610110708813,0.35745183410684866,-0.9439669787217004,-0.08581900656890001,-1.5041509974152418,-17.765081575735255,-20.658955530170267,-14.483620053185833,-17.858346281278106,-8.52856328948551,-0.715837578945448,-2.0312744900609907,-1.1638830656852455,-2.5974924730367768,-19.03357598509181,-21.958621003847977,-15.71676853877469,-19.127845281774825,-9.697567496387677,-1.3060874463606045,-0.44486100449554417,-1.868281036352804,-18.18754512346494,-21.091800391623128,-14.894311878279185,-18.28114440134328,-8.917892293157925,0.8501230908962515,-0.5549455162700554,-16.663813698305844,-19.530625892287702,-13.413038420927323,-16.756206248682346,-7.513669749438905,-1.4171158361138583,-17.664103411099646,-20.555496001137882,-14.385455591537864,-17.75728814642837,-8.435505016312542,-16.019966098464376,-18.870956847117313,-12.787131292887823,-16.111848750184926,-6.920320226361129,-2.4573276863685183,2.7864469489957426,-0.07919555125758942,7.843172324650155,5.118008398009312,2.3210952196514576,10.053453709576994,-2.9477808498058273,5.201667068995349,7.916098677921668,-51.64965782892905,-72.91938247551857,-53.28313645062999,-74.78196573878003,-52.19367691846877,-73.53970332796798,-50.23152187083728,-71.30234490583157,-14.02556718629936,34.00194867602511,33.066679839186506,22.343984640847562,20.435721875296522,24.507828311534332,22.282484531399206,28.434679745922683,42.119953487146674,41.29972618206296,31.895962216723685,30.22242284074036,33.79364509967869,31.84202684857254,37.237479260110895
1.911469746312981,1.954233513110338,0.5557666520574658,1.189728088817372,-3.9746986603223564,-15.965697475259756,-20.968457181517266,-13.86910597954196,-15.965697475259756,-12.498645262029742,0.04359711241136643,-1.3821219369372253,-0.7358063737207232,-6.000873283973061,-18.225542961380807,-23.325792392500674,-16.088094790534157,-18.225542961380807,-14.690927645743846,-1.426340892790991,-0.779743431752551,-6.047106760316358,-18.27710836527173,-23.379582327700756,-16.138727922299573,-18.27710836527173,-14.740951387302038,0.6375044740319502,-4.555784845289429,-16.613798076667507,-21.64451684017137,-14.505489303868087,-16.613798076667507,-13.127369455815005,-5.226609186726928,-17.361985988154743,-22.42498157504507,-15.240150418668247,-17.361985988154743,-13.853188627141064,-11.532612231088168,-16.344128658369343,-9.516168305083433,-11.532612231088168,-8.198096951984912,-4.313999583648263,1.8079410906531956,0.0,2.9897222098540657,5.868762293398923,4.135590237999564,7.0016697879995995,-1.8412294341666968,1.2035404210150207,2.9897222098540657,-43.017636083634756,-113.58703971838385,-45.80464781534323,-117.74925076966925,-45.86824215684884,-117.84422456113285,-43.81692257934606,-114.78071933147734,-49.343147857290184,30.910428519878675,27.299386629828383,18.915106800223853,15.417104845183871,20.381073902694865,18.915106800223853,21.33931986105401,53.73770241796284,51.31975292254914,45.70564879397111,43.363390708998494,46.68725867932846,45.70564879397111,47.32889907067392
1.752221636944346,0.8965634795164314,-0.8424719580125378,-0.03685194738625416,-1.5488587920630361,-18.675841892432942,-21.873039741122707,-13.238640539997789,-18.771191449412665,-10.837669586058405,-0.8709185812487233,-2.640969229216253,-1.8209812111164743,-3.3599542748018973,-20.792392326561654,-24.046611304292778,-15.25822000935869,-20.88944241621089,-12.814428410258035,-1.7547680469884919,-0.9418597978787134,-2.4675453823178235,-19.749471924622892,-22.975594005696177,-14.263081600195198,-19.84568408469266,-11.840389675235432,0.7988895898562632,-0.7004854406431196,-17.684383958621748,-20.85487134018948,-12.292606816646268,-17.77893693330431,-9.911694382310994,-1.5114498459747738,-18.632123644644217,-21.82814369770558,-13.196925268654924,-18.727438076399704,-10.796838793320658,-16.8657563502905,-20.0141894166202,-11.511485098883664,-16.95965160240256,-9.147134595589739,-2.6940595471719417,4.581557009187597,-0.08034453807890676,6.604690711593187,7.084749194297383,2.545147227228309,9.054808330460245,-4.885744727269744,2.120275325180471,6.679668500869866,-51.767300605793736,-90.60345318477647,-54.474027946939465,-94.00281244064197,-53.1403006135162,-92.32779394625824,-50.499385486092216,-89.01108777275654,-25.58927543941581,34.08537178425157,33.0891052376098,21.804076755185783,19.697432019509616,25.386667557507515,21.741250601858198,26.96867563458056,47.515719009346775,46.722445425152586,37.736782881165766,36.05937473599942,40.58940766921941,37.686757786978575,41.84907579895251
1.5225129160005202,1.2195668788101013,0.3724796615885852,0.45425759683766187,-2.750314201156506,-16.969770756498107,-19.101864777272702,-12.368168258045563,-16.969770756498107,-12.233209015393493,-0.3076297397109773,-1.1678133637091876,-1.0847710992581039,-4.3388872357317405,-18.778183948504953,-20.943241246276937,-14.105438293929645,-18.778183948504953,-13.968392511539859,-0.8575455588276857,-0.7747579736095215,-4.018894182308467,-18.413907552918314,-20.572324916971382,-13.755492568235043,-18.413907552918314,-13.618867086459222,0.08208368026354182,-3.13446912272602,-17.407088281610463,-19.547153610479803,-12.788281667913788,-17.407088281610463,-12.65281785009152,-3.21919523691489,-17.503539511281247,-19.645362927635478,-12.88093849654778,-17.503539511281247,-12.745363393691568,-13.83884484041953,-15.913869172316506,-9.360413281131166,-13.83884484041953,-9.229066487983793,-1.8227735311314583,3.934010017025625,0.0,4.049389607649103,5.653728874706988,1.7901432733750477,5.767043005350072,-4.095112138773403,0.12010451424476705,4.049389607649103,-46.91168886345693,-103.0977370690492,-49.18301960542918,-106.23773319460375,-48.72549574996968,-105.60523035961629,-47.46095091439819,-103.85706316806203,-38.2447772810051,32.24110132197689,30.059810083147987,20.380895719460092,18.929619760910455,23.51311925732261,20.380895719460092,23.604983453899575,50.98628678008423,49.40843965867358,42.4071521206902,41.357364933721335,44.672860525352576,42.4071521206902,44.739310917464124
2.1246006412285197,1.549054191251901,-0.7559275754814878,0.605076207608569,-2.5917243689604477,-17.86907230122623,-23.772256041879995,-14.674552380103501,-17.970830195419158,-10.987469257700587,-0.588039950536395,-2.9430564121134877,-1.5525090508698627,-4.818703209476403,-20.427679553230796,-26.45900487024441,-17.163815556709142,-20.53164632614779,-13.396696192130552,-2.3412489822201117,-0.958830792217186,-4.205930706096284,-19.723656622050132,-25.719722675210612,-16.478873248075807,-19.827015602867448,-12.733776548278245,1.3507927680686165,-1.822023614544831,-16.984752299485702,-22.843647039183658,-13.814199461560065,-17.08574674878666,-10.154778908222667,-3.2162614091301593,-18.586611673874007,-24.525731616240368,-15.372644803900647,-18.6889890290853,-11.663116206540675,-14.891403791325693,-20.64545829909825,-11.777585458733904,-14.99059102579206,-8.18364730720942,-5.0082550285689775,2.7102274233217116,-0.08633129302390462,5.83834496121172,7.350357788338418,4.68717791206605,10.329283147148505,-2.874463206439841,3.215258351461973,5.919565816524818,-48.52008107055777,-99.38973041988356,-51.74403582880255,-103.71792271212274,-50.85693677242526,-102.52698314063967,-47.40579998064499,-97.8937966409077,-34.25102449624912,33.07644119506529,30.924004599605652,20.637619201655365,16.662948774530207,22.7885202098531,20.5691046321376,25.271068762093176,50.15042972219217,48.547137230729824,40.88508367356111,37.924457904007895,42.487232347113945,40.8340490019265,44.336416412230285
1.5590187074651107,1.265702906418664,-0.7279798007889686,0.37481207064794264,-2.422054978652554,-17.371056296496302,-21.6142217152969,-12.44872017797819,-17.471549013368552,-11.83358197753215,-0.29796106986663057,-2.3232179100875237,-1.2029610242284028,-4.044122309475153,-19.22987231070699,-23.54023712329584,-14.229580710717228,-19.331956539808303,-13.604700511059278,-2.0192402902488897,-0.9023114176083376,-3.735032297415279,-18.87566909525964,-23.173228852816713,-13.890232156510102,-18.977450056719263,-13.267208325325074,1.0948217899514288,-1.6818317822058775,-16.522793893635676,-20.735293168606105,-11.636032411619375,-16.622560330995974,-11.025339929091079,-2.8073894839564666,-17.812632262965973,-22.07176141192134,-12.871777223366223,-17.913503055745316,-12.254324736468774,-14.59549051320979,-18.738314458389354,-9.789556752611004,-14.693606799680703,-9.188965209535393,-3.615171876856714,4.19382450310712,-0.0856196749379089,4.717921516336779,7.5365375924334455,3.4064048131035904,8.042348665982145,-4.46677278980186,0.5470388631123855,4.799431933254569,-47.388156478483296,-98.01697446669553,-49.7223560180624,-101.15298716725798,-49.27756698241073,-100.55541012158429,-46.32295492272828,-96.5858690488147,-34.350669143218006,32.40624599039882,30.50862604852188,20.36601915593475,17.487113876038638,23.705728557372787,20.29783680039594,24.123087872492412,49.688561701508064,48.276123673488954,40.726770211188665,38.5839410773589,43.21258544585482,40.67602066451829,43.523234672822745
2.103725443449071,1.5103904478450325,0.3579851225391905,0.6921085727208781,-2.9290647922038797,-17.476770374195585,-21.288812275010685,-14.656331466825819,-17.476770374195585,-11.368182250675336,-0.6060853676932226,-1.7832551124317129,-1.4419515728484191,-5.140941530666421,-20.00126757258138,-23.895227703426837,-17.12021932008582,-20.00126757258138,-13.761409977191933,-1.170078072748972,-0.8308306620820087,-4.507536642936946,-19.278339012996096,-23.148840600065988,-16.41464717769015,-19.278339012996096,-13.076072447724089,0.33532385971177997,-3.2988593403951794,-17.89883064756153,-21.72456811935305,-15.068258713786078,-17.89883064756153,-11.768296122509467,-3.6464104844844676,-18.295503696421868,-22.134112940891193,-15.455408244959067,-18.295503696421868,-12.144342861440864,-14.133719772312155,-17.837281937683965,-11.39354243458568,-14.133719772312155,-8.198964476660297,-3.2449324991423447,2.400848183335225,0.0,5.199826403179735,5.468336843093456,3.1429460222362975,8.179344688314103,-2.459906811326702,2.8678304757220157,5.199826403179735,-48.069674344276045,-104.57536491631109,-51.251592581024994,-108.97155263874289,-50.340401406369736,-107.71263674060829,-48.60164612926715,-105.31034540790522,-38.16155524233406,32.931647302486226,30.486059857953062,20.66115435558334,18.086662368823283,22.565959589916456,20.66115435558334,24.786636599379733,51.45657373364355,49.68648114873914,42.57530938671248,40.71191693846997,43.95398902808746,42.57530938671248,45.561293611166484
